CodeSite_SamplingOperations,Longitude_Lambert93,Latitude_Lambert93,Watershed,CodeDepartement,HERlvl1Code,HERlvl1Name,HERlvl2Code,HERlvl2Name,Altitude,Streamsize
S06048710,860355.0,6552556.0,Rhône-Méditerranée,01,15,PLAINE SAONE,7,Dombes,266.0,TP
S06407150,876697.0,6468727.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,524.0,TP
S06407210,872097.0,6467457.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,530.0,TP
S02112405,858351.0,6917098.0,Rhin-Meuse,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,0.0,TP
S04425005,704285.9,6453314.0,Loire-Bretagne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,0.0,TP
S06101160,878145.0,6470084.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,458.0,TP
S03145931,838145.0,6891705.0,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,138.0,TP
S04630002,434458.8,6818130.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S05068510,648796.0,6453200.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,538.0,TP
S05071280,665322.0,6496140.0,Adour-Garonne,63,21,MASSIF CENTRAL NORD,89,Hautes Terres Limousines,602.0,TP
S06176180,637373.0,6221794.0,Rhône-Méditerranée,11,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,149.0,G
S04125740,412067.7,6799040.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S06486110,762231.0,6375329.0,Rhône-Méditerranée,48,8,CEVENNES,70,Haute Loire Cevenole,953.0,TP
S03203472,551287.0,6943539.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,64.0,P
S03154550,712899.0,6928091.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,56.0,TP
S03078832,672116.0,6841994.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,67.0,TP
S06540220,854274.0,6447564.0,Rhône-Méditerranée,26,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,186.0,M
S06580871,857125.0,6449378.0,Rhône-Méditerranée,26,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,211.0,M
S04212390,325645.0,6777086.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S06495950,876622.0,6661516.0,Rhône-Méditerranée,39,15,PLAINE SAONE,81,Plaine de Bourgogne,187.0,TP
S03002405,806089.67,6754054.77,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,217.0,TP
S03002425,800659.16,6750922.68,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,203.0,TP
S03002440,798794.08,6751913.01,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,206.0,TP
S02001006,1036416.0,6731367.0,Rhin-Meuse,68,18,ALSACE,73,Collines du Sundgau,281.0,TP
S02098769,1002445.0,6885283.0,Rhin-Meuse,67,10,COTES CALCAIRES EST,25,Plateau lorrain,0.0,TP
S06188870,743481.0,6254120.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,4.0,TP
S04139300,401266.0,6658255.0,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,TP
S04391000,342052.1,6719028.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,TP
S02085920,909797.0,6901818.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,27,Plaine de Woevre,204.0,TP
S04140020,392166.1,6661022.0,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,TP
S04392001,328898.0,6727726.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,TP
S04392004,316620.0,6729602.0,Loire-Bretagne,44,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S02059070,919918.0,6833162.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,300.0,TP
S03086440,857690.81,6795780.5,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,228.0,TP
S04070235,590605.2,6682130.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S03034440,798915.0,6697096.0,Seine-Normandie,21,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,328.0,TP
S03036638,803062.0,6709151.0,Seine-Normandie,21,10,COTES CALCAIRES EST,51,Bazois Auxois,282.0,TP
S03036329,814769.0,6687354.0,Seine-Normandie,21,10,COTES CALCAIRES EST,51,Bazois Auxois,361.0,TP
S03011080,743407.37,6826428.83,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,64.0,TP
S06190045,781630.0,6288573.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,37.0,P
S04044800,705486.2,6640153.0,Loire-Bretagne,58,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S04661002,393280.0,6707414.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S05157820,601749.0,6244590.0,Adour-Garonne,11,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,219.0,TP
S03225315,503803.0,6854926.0,Seine-Normandie,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,205.0,TP
S04304013,347155.8,6837272.0,Loire-Bretagne,35,12,ARMORICAIN,118,MA-cotes du nord,0.0,P
S04338003,195479.1,6809544.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,TP
S04407010,782896.6,6513978.0,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,45,Plaine du Forez,0.0,TP
S04410002,786576.8,6549100.0,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S04424003,729204.2,6474286.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,TP
S04403003,784199.5,6457822.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,TP
S05164650,570250.0,6266190.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,157.0,TP
S03104528,775123.0,6867606.0,Seine-Normandie,51,9,TABLES CALCAIRES,38,TC-aureole cretace,105.0,TP
S03232050,492432.54,6878399.12,Seine-Normandie,14,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04581018,457492.0,6642388.0,Loire-Bretagne,79,12,ARMORICAIN,97,TC - Charentes Poitou,0.0,TP
S04581021,446508.0,6617656.0,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04602012,505481.0,6809608.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S03077900,710669.0,6842539.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,38.0,TP
S03077910,700721.0,6844223.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,89.0,TP
S03109805,693957.0,6875300.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,64.0,TP
S04135400,390827.1,6705526.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S05080735,518840.0,6394880.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,81.0,TP
S06036200,845011.0,6673320.0,Rhône-Méditerranée,21,10,COTES CALCAIRES EST,99,Cotes de Bourgogne,265.0,P
S06188895,748240.0,6263968.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,18.0,TP
S06188910,756505.0,6265018.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,12.0,TP
S06188925,755643.0,6263608.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,5.0,TP
S03271920,401475.0,6834078.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04455000,675752.0,6659852.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S05096407,687394.0,6436430.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,1116.0,TP
S06014955,834630.0,6688122.0,Rhône-Méditerranée,21,10,COTES CALCAIRES EST,99,Cotes de Bourgogne,292.0,TP
S06190030,774957.0,6285176.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,43.0,TP
S06190100,777551.0,6281041.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,20.0,TP
S03270530,394216.42,6853399.76,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S03273158,392651.0,6845807.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,54.0,TP
S05134220,621208.0,6283160.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,149.0,TP
S04632009,435556.8,6809612.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S03028239,740305.53,6754751.17,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,87.0,TP
S03004310,795373.0,6784671.0,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,144.0,TP
S04605001,467685.9,6784900.0,Loire-Bretagne,72,12,ARMORICAIN,55,MA-nord est,0.0,TP
S03023700,690376.22,6809453.05,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,93.0,TP
S03227623,495143.0,6912299.0,Seine-Normandie,14,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,15.0,TP
S03241327,433935.0,6861346.0,Seine-Normandie,61,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04426073,693979.0,6505494.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,0.0,TP
S03051250,694059.0,6828581.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,94.0,P
S03225645,500845.0,6865956.0,Seine-Normandie,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,166.0,TP
S04432001,689964.4,6517306.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,0.0,TP
S04632010,421469.8,6794326.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S05160000,569935.0,6291380.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,125.0,
S02068700,969933.0,6807157.0,Rhin-Meuse,88,10,COTES CALCAIRES EST,25,Plateau lorrain,301.0,TP
S03105455,764708.0,6886293.0,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,83.0,TP
S03215440,555884.0,6965832.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,70.0,P
S04583008,442592.9,6660279.0,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04630011,449457.3,6827516.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,P
S05090067,668229.0,6413650.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,93,MC versant occidental,436.0,TP
S04426008,712315.8,6498998.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,P
S04583006,423466.0,6649558.0,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04633008,407712.7,6804434.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04426044,727228.0,6490100.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,44,MC-Terres Granitiques orientales,0.0,M
S04426043,723676.0,6490024.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,TP
S04426077,730457.0,6494242.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,44,MC-Terres Granitiques orientales,0.0,M
S03265470,390497.5,6878098.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,97.0,TP
S06015650,868651.0,6680652.0,Rhône-Méditerranée,21,15,PLAINE SAONE,81,Plaine de Bourgogne,193.0,M
S04475004,541733.9,6681390.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S05225350,394647.0,6328680.0,Adour-Garonne,40,13,LANDES,21,Landes,39.0,TP
S03265820,384185.09,6867197.5,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04007180,802833.1,6489752.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,0.0,TP
S04108450,526010.91,6743578.61,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04373016,334950.0,6793981.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,M
S03269120,364875.88,6858964.17,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04553000,542211.3,6563650.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S03250773,406124.0,6885234.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,64.0,TP
S04631000,427672.0,6821083.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04684000,333281.2,6701530.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,TP
S03236260,444667.73,6874111.0,Seine-Normandie,14,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04422002,753628.2,6432302.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,TP
S04417012,761089.5,6657400.0,Loire-Bretagne,58,10,COTES CALCAIRES EST,51,Bazois Auxois,0.0,P
S04417029,776862.6,6644227.0,Loire-Bretagne,58,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,P
S04418003,736908.1,6624538.0,Loire-Bretagne,58,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,M
S04426062,695473.0,6509680.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,0.0,TP
S02067505,978234.0,6833688.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,25,Plateau lorrain,0.0,TP
S04455008,655969.3,6681432.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04430007,737201.0,6556914.0,Loire-Bretagne,03,3,MASSIF CENTRAL SUD,44,MC-Terres Granitiques orientales,0.0,P
S04431006,744154.5,6551118.0,Loire-Bretagne,03,3,MASSIF CENTRAL SUD,44,MC-Terres Granitiques orientales,0.0,P
S04431007,741604.0,6554387.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,48,Montagne bourbonnaise,0.0,P
S04431008,745384.2,6548864.0,Loire-Bretagne,03,3,MASSIF CENTRAL SUD,44,MC-Terres Granitiques orientales,0.0,P
S04194520,235974.5,6757901.0,Loire-Bretagne,56,12,ARMORICAIN,59,MA-ouest,0.0,TP
S05142540,650652.0,6315880.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,200.0,TP
S03226695,500964.0,6895486.0,Seine-Normandie,14,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,58.0,TP
S04393000,311117.7,6728800.0,Loire-Bretagne,56,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04404014,798466.8,6459920.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S04428009,759147.2,6498972.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,TP
S03189985,587241.0,6845763.0,Seine-Normandie,28,9,TABLES CALCAIRES,38,TC-aureole cretace,96.0,TP
S04429014,747798.3,6517140.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,44,MC-Terres Granitiques orientales,0.0,TP
S03225865,500374.0,6875102.0,Seine-Normandie,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S03263100,360233.83,6921228.42,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S03025331,724927.88,6697872.4,Seine-Normandie,58,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,227.0,TP
S03025551,734215.15,6706267.4,Seine-Normandie,58,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,157.0,TP
S03024255,773953.0,6662164.0,Seine-Normandie,58,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,415.0,TP
S03271657,406815.0,6819777.0,Seine-Normandie,53,12,ARMORICAIN,55,MA-nord est,180.0,TP
S04047280,694774.4,6711676.0,Loire-Bretagne,58,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S06033500,881601.0,6635803.0,Rhône-Méditerranée,39,15,PLAINE SAONE,84,Bresse,193.0,TP
S06033550,880585.0,6638065.0,Rhône-Méditerranée,39,15,PLAINE SAONE,84,Bresse,190.0,TP
S06310220,889196.0,6649526.0,Rhône-Méditerranée,39,15,PLAINE SAONE,84,Bresse,210.0,TP
S06310225,886672.0,6645658.0,Rhône-Méditerranée,39,15,PLAINE SAONE,84,Bresse,199.0,TP
S04433003,704647.0,6556882.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S04663025,362122.8,6717592.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S03018857,791030.14,6838385.26,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,110.0,P
S03029630,719948.86,6769318.98,Seine-Normandie,89,9,TABLES CALCAIRES,38,TC-aureole cretace,86.0,TP
S06583855,797620.0,6366138.0,Rhône-Méditerranée,07,6,MEDITERRANEEN,104,Garrigues sub cevenoles,119.0,TP
S03022790,820880.0,6807877.0,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,120.0,TP
S04632016,423043.5,6789688.0,Loire-Bretagne,53,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S03174815,611062.0,6932513.0,Seine-Normandie,76,9,TABLES CALCAIRES,35,Pays de Bray,110.0,TP
S06000221,909469.0,6299896.0,Rhône-Méditerranée,84,6,MEDITERRANEEN,56,Collines de Basse Provence,321.0,P
S04662009,379510.0,6710888.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S05228800,471847.0,6290280.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,157.0,TP
S03013550,726900.77,6817155.16,Seine-Normandie,77,9,TABLES CALCAIRES,38,TC-aureole cretace,56.0,TP
S03022464,825055.33,6828628.7,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,119.0,TP
S03022859,817403.94,6813819.95,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,121.0,TP
S03022896,814993.0,6819735.0,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,110.0,TP
S03023025,813401.0,6813084.0,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,121.0,TP
S04340003,132508.0,6798445.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,P
S03022104,831578.62,6821197.01,Seine-Normandie,52,9,TABLES CALCAIRES,40,Champagne humide,128.0,TP
S03022589,828461.95,6809898.36,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,137.0,TP
S03109340,705104.31,6876322.46,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,95.0,TP
S04433012,716035.1,6573454.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S04433014,713454.4,6571702.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,M
S04433016,709102.4,6571260.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S03021700,841505.72,6782427.65,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,215.0,TP
S03022140,835149.14,6814495.17,Seine-Normandie,52,9,TABLES CALCAIRES,40,Champagne humide,144.0,TP
S03151190,763135.0,6923933.0,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,50.0,P
S05133109,654411.0,6297210.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,478.0,TP
S06209945,1027858.0,6289737.0,Rhône-Méditerranée,06,6,MEDITERRANEEN,112,Collines calcaires de basse provence,70.0,TP
S06000088,1010583.0,6330169.0,Rhône-Méditerranée,06,7,PREALPES DU SUD,106,Prealpes Digne Haute vallee du var,744.0,P
S03018196,800876.0,6819699.0,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,101.0,P
S03089295,844028.0,6838759.0,Seine-Normandie,52,9,TABLES CALCAIRES,40,Champagne humide,0.0,TP
S05062015,614238.0,6412040.0,Adour-Garonne,46,3,MASSIF CENTRAL SUD,93,MC versant occidental,413.0,TP
S03258240,383478.19,6944517.24,Seine-Normandie,50,9,TABLES CALCAIRES,37,Cotentin est,0.0,TP
S03259700,359671.0,6953520.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,40.0,TP
S04403011,773783.6,6447286.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,P
S06181800,757033.0,6322505.0,Rhône-Méditerranée,30,8,CEVENNES,71,Cevennes,222.0,TP
S03258025,383795.41,6955757.0,Seine-Normandie,50,9,TABLES CALCAIRES,37,Cotentin est,0.0,TP
S06830239,958226.0,6581199.0,Rhône-Méditerranée,74,5,JURA-PREALPES DU NORD,76,Piedmont Alpes Jura,538.0,TP
S03104505,774379.0,6865403.0,Seine-Normandie,51,9,TABLES CALCAIRES,38,TC-aureole cretace,0.0,TP
S04345001,190100.7,6773832.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,TP
S04583016,433198.0,6643821.0,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S03105710,751432.0,6881672.0,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,0.0,TP
S04583014,419750.0,6651984.0,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04419003,774976.6,6631924.0,Loire-Bretagne,58,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,M
S04422018,705125.6,6692666.0,Loire-Bretagne,58,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04422019,704676.6,6683715.0,Loire-Bretagne,58,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S03046684,675868.47,6824508.82,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,41.0,TP
S04381000,282756.0,6799500.0,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,TP
S04406055,809408.4,6481290.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,0.0,TP
S05181600,520618.0,6204450.0,Adour-Garonne,31,1,PYRENEES,96,Pyrenees Etage montagnard,791.0,P
S04191390,252511.0,6799594.0,Loire-Bretagne,56,12,ARMORICAIN,59,MA-ouest,0.0,TP
S03110155,689348.42,6871267.28,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,61.0,TP
S05007700,422130.0,6504620.0,Adour-Garonne,17,9,TABLES CALCAIRES,97,TC - Charentes Poitou,19.0,TP
S05007925,433380.0,6494420.0,Adour-Garonne,17,9,TABLES CALCAIRES,97,TC - Charentes Poitou,29.0,TP
S06106661,859233.0,6421787.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,190.0,TP
S04311025,311411.0,6818380.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,TP
S04406063,790048.0,6484436.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S04405017,770201.6,6467029.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S04405010,771634.5,6490026.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S04583015,433087.0,6642953.0,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S02082330,930861.0,6875745.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,25,Plateau lorrain,183.0,TP
S03230560,465463.0,6881282.0,Seine-Normandie,14,9,TABLES CALCAIRES,30,Pays de Caen,79.0,P
S04505004,578981.0,6507886.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S03254600,378187.02,6937839.64,Seine-Normandie,50,9,TABLES CALCAIRES,37,Cotentin est,0.0,TP
S03257500,393980.99,6928089.93,Seine-Normandie,50,9,TABLES CALCAIRES,37,Cotentin est,0.0,TP
S04355001,246581.8,6774058.0,Loire-Bretagne,56,12,ARMORICAIN,59,MA-ouest,0.0,TP
S04000300,785435.75,6412566.55,Loire-Bretagne,07,8,CEVENNES,70,Haute Loire Cevenole,0.0,P
S03271280,414334.49,6840850.47,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S03111142,671374.0,6863306.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,39.0,TP
S03111203,670337.29,6862396.01,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,40.0,TP
S03161090,755684.53,6911379.92,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,75.0,TP
S03146818,835188.21,6908927.62,Seine-Normandie,08,9,TABLES CALCAIRES,40,Champagne humide,135.0,TP
S04404016,792690.8,6445823.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,M
S03272550,387205.0,6839531.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,44.0,TP
S04000650,791819.02,6422848.5,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,P
S03143835,774858.0,6954889.0,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,117.0,TP
S03149289,797322.0,6955848.0,Seine-Normandie,08,9,TABLES CALCAIRES,40,Champagne humide,0.0,TP
S05074460,402586.0,6424930.0,Adour-Garonne,33,13,LANDES,21,Landes,25.0,TP
S04179180,200033.4,6814018.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,TP
S04632008,435536.7,6813795.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S03264275,367102.36,6910352.02,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04635017,437210.0,6779256.0,Loire-Bretagne,53,12,ARMORICAIN,117,MA-est interieur,0.0,P
S04712005,349073.0,6645308.0,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04123275,452939.58,6816831.51,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,P
S04632044,427901.1,6802269.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
